Cow_ID,Milk_pH,Milk_Temperature,Milk_Conductivity,Somatic_Cell_Count,Milk_Yield,Day,class1,data_source
COW-135,7.12,38.91,7.48,238913,13.6,288,1,Kaggle Cow Mastitis (From milk)
COW-108,6.71,38.4,4.9,122340,24.1,257,0,Kaggle Cow Mastitis (From milk)
COW-139,6.64,38.41,4.61,155685,21.6,28,0,Kaggle Cow Mastitis (From milk)
COW-136,6.65,38.8,5.14,94483,14.0,115,0,Kaggle Cow Mastitis (From milk)
COW-145,6.55,38.43,5.47,125612,23.9,282,0,Kaggle Cow Mastitis (From milk)
COW-136,7.13,39.82,8.16,1320429,12.3,249,1,Kaggle Cow Mastitis (From milk)
COW-124,6.59,38.07,5.78,181645,17.3,78,0,Kaggle Cow Mastitis (From milk)
COW-120,6.97,40.4,7.19,301130,5.7,250,1,Kaggle Cow Mastitis (From milk)
COW-112,7.4,39.38,8.33,300284,13.4,235,1,Kaggle Cow Mastitis (From milk)
COW-128,7.38,39.34,7.38,589144,12.8,258,1,Kaggle Cow Mastitis (From milk)
COW-109,7.32,39.51,6.84,1274099,13.4,288,1,Kaggle Cow Mastitis (From milk)
COW-116,7.14,39.64,8.29,287722,13.0,98,1,Kaggle Cow Mastitis (From milk)
COW-146,6.92,39.98,7.54,418264,10.2,134,1,Kaggle Cow Mastitis (From milk)
COW-124,6.61,38.29,5.6,116409,25.7,205,0,Kaggle Cow Mastitis (From milk)
COW-106,7.1,39.81,7.72,267594,12.8,147,1,Kaggle Cow Mastitis (From milk)
COW-118,6.63,38.23,5.11,92123,20.3,30,0,Kaggle Cow Mastitis (From milk)
COW-139,6.67,38.52,4.52,183035,19.1,166,0,Kaggle Cow Mastitis (From milk)
COW-107,6.46,38.24,5.35,76990,16.5,198,0,Kaggle Cow Mastitis (From milk)
COW-145,7.09,40.41,8.21,324522,8.8,37,1,Kaggle Cow Mastitis (From milk)
COW-107,7.26,39.58,8.35,1339076,14.0,247,1,Kaggle Cow Mastitis (From milk)
COW-145,7.09,39.35,7.86,899285,9.9,239,1,Kaggle Cow Mastitis (From milk)
COW-120,6.85,38.73,4.8,98168,20.8,229,0,Kaggle Cow Mastitis (From milk)
COW-112,7.38,38.99,6.4,712254,9.1,239,1,Kaggle Cow Mastitis (From milk)
COW-101,7.27,40.21,6.85,773900,11.6,17,1,Kaggle Cow Mastitis (From milk)
COW-144,6.62,38.32,4.91,171195,23.3,40,0,Kaggle Cow Mastitis (From milk)
COW-101,6.88,39.51,7.22,908065,4.0,47,1,Kaggle Cow Mastitis (From milk)
COW-110,7.43,39.77,7.87,779833,9.6,242,1,Kaggle Cow Mastitis (From milk)
COW-107,6.63,38.1,5.63,121958,24.3,63,0,Kaggle Cow Mastitis (From milk)
COW-102,7.3,39.56,8.39,544106,14.5,196,1,Kaggle Cow Mastitis (From milk)
COW-143,7.24,39.79,7.1,372304,9.2,104,1,Kaggle Cow Mastitis (From milk)
COW-103,6.75,38.54,4.33,83094,22.2,95,0,Kaggle Cow Mastitis (From milk)
COW-143,6.68,38.35,5.07,93471,19.7,202,0,Kaggle Cow Mastitis (From milk)
COW-130,6.54,38.12,5.24,100246,22.2,110,0,Kaggle Cow Mastitis (From milk)
COW-132,6.39,37.8,5.31,187328,21.9,23,0,Kaggle Cow Mastitis (From milk)
COW-148,6.88,38.95,7.28,1267161,15.7,86,1,Kaggle Cow Mastitis (From milk)
COW-145,7.29,39.62,7.72,260629,13.5,20,1,Kaggle Cow Mastitis (From milk)
COW-145,6.85,38.65,5.43,79773,16.3,55,0,Kaggle Cow Mastitis (From milk)
COW-105,7.18,39.05,6.46,1166171,13.1,215,1,Kaggle Cow Mastitis (From milk)
COW-116,7.31,39.77,7.23,1258209,7.8,92,1,Kaggle Cow Mastitis (From milk)
COW-143,6.88,39.59,6.4,941383,13.7,140,1,Kaggle Cow Mastitis (From milk)
COW-119,7.46,39.7,8.8,377858,8.9,40,1,Kaggle Cow Mastitis (From milk)
COW-120,6.64,37.82,5.33,112643,18.7,106,0,Kaggle Cow Mastitis (From milk)
COW-117,7.14,39.33,9.08,1330775,9.4,59,1,Kaggle Cow Mastitis (From milk)
COW-111,6.5,38.58,5.38,163564,18.0,51,0,Kaggle Cow Mastitis (From milk)
COW-120,6.55,38.26,5.38,100075,20.0,296,0,Kaggle Cow Mastitis (From milk)
COW-102,6.66,38.35,5.89,186695,17.8,259,0,Kaggle Cow Mastitis (From milk)
COW-132,6.54,38.28,5.25,128952,15.7,273,0,Kaggle Cow Mastitis (From milk)
COW-112,7.33,39.39,7.5,488428,12.8,291,1,Kaggle Cow Mastitis (From milk)
COW-108,7.23,40.69,7.9,799403,15.9,195,1,Kaggle Cow Mastitis (From milk)
COW-113,7.36,39.06,9.21,1243888,10.3,29,1,Kaggle Cow Mastitis (From milk)
COW-123,6.99,39.71,6.67,849322,11.0,239,1,Kaggle Cow Mastitis (From milk)
COW-127,6.6,38.6,5.09,88937,18.8,137,0,Kaggle Cow Mastitis (From milk)
COW-104,7.27,39.96,7.77,1243131,12.2,241,1,Kaggle Cow Mastitis (From milk)
COW-124,6.75,38.79,4.97,146142,15.6,1,0,Kaggle Cow Mastitis (From milk)
COW-134,6.55,38.34,4.98,185274,19.4,286,0,Kaggle Cow Mastitis (From milk)
COW-141,6.38,38.55,5.25,191710,23.7,249,0,Kaggle Cow Mastitis (From milk)
COW-150,7.24,39.29,8.25,1255744,8.0,148,1,Kaggle Cow Mastitis (From milk)
COW-135,6.5,38.44,5.32,136662,20.2,177,0,Kaggle Cow Mastitis (From milk)
COW-144,7.02,40.14,8.0,571474,11.3,42,1,Kaggle Cow Mastitis (From milk)
COW-137,6.66,38.58,5.76,72805,17.9,123,0,Kaggle Cow Mastitis (From milk)
COW-133,6.66,38.29,4.67,128169,18.9,4,0,Kaggle Cow Mastitis (From milk)
COW-146,7.3,39.51,6.4,623642,11.5,52,1,Kaggle Cow Mastitis (From milk)
COW-140,6.6,38.55,4.99,135471,21.5,132,0,Kaggle Cow Mastitis (From milk)
COW-149,6.58,38.8,5.15,134113,21.2,111,0,Kaggle Cow Mastitis (From milk)
COW-136,6.5,38.8,5.55,78554,17.5,61,0,Kaggle Cow Mastitis (From milk)
COW-150,7.53,39.32,8.13,1198888,14.4,81,1,Kaggle Cow Mastitis (From milk)
COW-113,7.17,39.68,7.19,705114,11.4,25,1,Kaggle Cow Mastitis (From milk)
COW-148,6.73,38.8,5.06,175083,18.7,97,0,Kaggle Cow Mastitis (From milk)
COW-104,6.69,37.99,5.27,57247,22.4,184,0,Kaggle Cow Mastitis (From milk)
COW-119,7.42,39.96,8.09,812296,11.7,11,1,Kaggle Cow Mastitis (From milk)
COW-141,6.62,38.8,4.01,68541,21.2,62,0,Kaggle Cow Mastitis (From milk)
COW-130,6.79,38.29,5.57,168484,14.0,111,0,Kaggle Cow Mastitis (From milk)
COW-105,6.49,38.47,5.14,103546,22.9,270,0,Kaggle Cow Mastitis (From milk)
COW-147,6.58,38.8,4.66,164926,22.4,34,0,Kaggle Cow Mastitis (From milk)
COW-105,7.08,39.4,6.4,404507,8.9,222,1,Kaggle Cow Mastitis (From milk)
COW-107,6.5,37.91,4.85,54230,20.8,154,0,Kaggle Cow Mastitis (From milk)
COW-124,6.37,38.14,4.36,56512,19.7,274,0,Kaggle Cow Mastitis (From milk)
COW-138,7.09,39.52,9.22,894015,7.5,259,1,Kaggle Cow Mastitis (From milk)
COW-119,6.56,38.67,5.71,165519,17.4,216,0,Kaggle Cow Mastitis (From milk)
COW-106,6.38,37.95,5.66,169988,19.3,291,0,Kaggle Cow Mastitis (From milk)
COW-139,6.61,38.25,5.58,100474,18.7,23,0,Kaggle Cow Mastitis (From milk)
COW-148,7.25,39.87,8.66,979811,13.7,285,1,Kaggle Cow Mastitis (From milk)
COW-125,7.43,39.7,8.78,525375,14.1,39,1,Kaggle Cow Mastitis (From milk)
COW-117,7.25,39.69,7.83,982761,9.0,39,1,Kaggle Cow Mastitis (From milk)
COW-112,7.45,39.75,7.88,1316696,13.7,9,1,Kaggle Cow Mastitis (From milk)
COW-149,6.5,38.42,5.03,75992,16.8,289,0,Kaggle Cow Mastitis (From milk)
COW-121,7.26,39.55,7.97,559263,11.8,272,1,Kaggle Cow Mastitis (From milk)
COW-128,6.51,38.49,5.6,112162,17.0,216,0,Kaggle Cow Mastitis (From milk)
COW-132,6.75,38.37,5.06,88472,21.4,137,0,Kaggle Cow Mastitis (From milk)
COW-129,7.25,39.38,7.12,1037646,12.4,188,1,Kaggle Cow Mastitis (From milk)
COW-123,7.29,40.05,8.86,955736,13.2,96,1,Kaggle Cow Mastitis (From milk)
COW-115,7.27,39.79,8.86,604881,11.4,112,1,Kaggle Cow Mastitis (From milk)
COW-107,6.49,38.57,4.8,57492,18.4,231,0,Kaggle Cow Mastitis (From milk)
COW-133,6.78,38.39,4.94,78854,23.6,111,0,Kaggle Cow Mastitis (From milk)
COW-150,7.23,39.13,7.57,624772,14.8,172,1,Kaggle Cow Mastitis (From milk)
COW-127,6.54,38.78,4.59,82024,17.7,68,0,Kaggle Cow Mastitis (From milk)
COW-107,7.2,39.97,7.17,900257,11.8,199,1,Kaggle Cow Mastitis (From milk)
COW-124,7.31,39.27,6.96,593947,11.4,45,1,Kaggle Cow Mastitis (From milk)
COW-123,7.05,39.62,7.51,1050757,13.2,45,1,Kaggle Cow Mastitis (From milk)
COW-132,7.23,40.25,8.26,1355229,11.0,137,1,Kaggle Cow Mastitis (From milk)
COW-131,6.58,38.8,5.44,178034,19.4,84,0,Kaggle Cow Mastitis (From milk)
COW-150,6.5,38.38,5.15,113461,22.2,179,0,Kaggle Cow Mastitis (From milk)
COW-111,7.46,39.57,8.21,378631,11.0,200,1,Kaggle Cow Mastitis (From milk)
COW-135,6.43,38.46,5.65,163645,26.0,148,0,Kaggle Cow Mastitis (From milk)
COW-118,6.61,38.65,5.0,149389,20.2,38,0,Kaggle Cow Mastitis (From milk)
COW-116,7.8,39.27,7.58,1297611,8.8,53,1,Kaggle Cow Mastitis (From milk)
COW-114,6.58,38.54,5.19,152620,20.5,51,0,Kaggle Cow Mastitis (From milk)
COW-105,6.64,38.4,5.08,63350,17.3,75,0,Kaggle Cow Mastitis (From milk)
COW-133,6.64,38.11,5.42,135200,23.3,148,0,Kaggle Cow Mastitis (From milk)
COW-102,7.12,39.83,8.96,1360713,10.5,111,1,Kaggle Cow Mastitis (From milk)
COW-139,6.74,38.17,4.81,156494,24.2,225,0,Kaggle Cow Mastitis (From milk)
COW-137,6.63,38.31,5.1,82788,21.9,118,0,Kaggle Cow Mastitis (From milk)
COW-103,7.41,39.73,8.1,316108,14.0,288,1,Kaggle Cow Mastitis (From milk)
COW-136,7.19,39.39,7.78,507914,11.2,61,1,Kaggle Cow Mastitis (From milk)
COW-117,6.69,38.19,4.69,101769,14.0,253,0,Kaggle Cow Mastitis (From milk)
COW-114,6.66,38.11,4.79,89832,18.4,235,0,Kaggle Cow Mastitis (From milk)
COW-149,7.26,40.46,6.68,402335,11.8,293,1,Kaggle Cow Mastitis (From milk)
COW-144,7.3,40.14,8.89,373817,14.3,2,1,Kaggle Cow Mastitis (From milk)
COW-109,6.61,38.47,5.14,146657,29.0,48,0,Kaggle Cow Mastitis (From milk)
COW-139,7.35,39.34,9.3,665098,12.1,98,1,Kaggle Cow Mastitis (From milk)
COW-141,7.14,38.9,7.89,630430,7.8,216,1,Kaggle Cow Mastitis (From milk)
COW-149,7.3,40.37,8.26,945782,9.1,117,1,Kaggle Cow Mastitis (From milk)
COW-108,7.31,40.35,9.24,816992,10.4,31,1,Kaggle Cow Mastitis (From milk)
COW-130,6.57,38.51,4.87,150575,25.4,36,0,Kaggle Cow Mastitis (From milk)
COW-135,6.51,38.33,4.91,156241,21.9,299,0,Kaggle Cow Mastitis (From milk)
COW-122,7.11,40.07,8.55,1112612,14.4,263,1,Kaggle Cow Mastitis (From milk)
COW-123,7.36,39.6,8.13,228677,13.9,181,1,Kaggle Cow Mastitis (From milk)
COW-105,7.35,40.06,7.78,891780,13.3,12,1,Kaggle Cow Mastitis (From milk)
COW-142,6.61,37.91,5.34,90959,20.7,111,0,Kaggle Cow Mastitis (From milk)
COW-123,6.72,38.3,5.51,194022,23.5,239,0,Kaggle Cow Mastitis (From milk)
COW-105,7.26,40.27,6.55,861669,8.7,293,1,Kaggle Cow Mastitis (From milk)
COW-149,6.88,40.4,8.9,900323,16.5,226,1,Kaggle Cow Mastitis (From milk)
COW-101,6.44,38.11,5.26,90959,18.8,134,0,Kaggle Cow Mastitis (From milk)
COW-140,7.05,39.5,7.38,579786,14.8,217,1,Kaggle Cow Mastitis (From milk)
COW-102,6.55,38.36,5.29,141484,16.1,138,0,Kaggle Cow Mastitis (From milk)
COW-129,7.14,39.05,7.15,937689,8.1,165,1,Kaggle Cow Mastitis (From milk)
COW-101,7.56,40.08,6.4,1125962,13.8,26,1,Kaggle Cow Mastitis (From milk)
COW-137,7.4,40.13,6.4,1112307,12.6,34,1,Kaggle Cow Mastitis (From milk)
COW-114,6.57,38.63,5.24,64699,23.4,133,0,Kaggle Cow Mastitis (From milk)
COW-135,6.85,38.23,5.29,88773,14.2,128,0,Kaggle Cow Mastitis (From milk)
COW-136,7.16,39.2,6.9,1232821,11.7,160,1,Kaggle Cow Mastitis (From milk)
COW-114,6.54,38.53,5.58,64762,15.9,212,0,Kaggle Cow Mastitis (From milk)
COW-135,6.71,38.32,5.0,79382,26.9,177,0,Kaggle Cow Mastitis (From milk)
COW-126,6.68,38.24,4.79,183145,18.3,13,0,Kaggle Cow Mastitis (From milk)
COW-143,6.54,38.08,5.85,85093,16.4,131,0,Kaggle Cow Mastitis (From milk)
COW-140,6.53,38.69,5.08,53653,20.6,104,0,Kaggle Cow Mastitis (From milk)
COW-133,6.5,38.1,5.27,158886,21.4,171,0,Kaggle Cow Mastitis (From milk)
COW-144,6.63,38.45,5.58,118702,16.2,250,0,Kaggle Cow Mastitis (From milk)
COW-145,6.56,38.06,5.93,60006,17.9,152,0,Kaggle Cow Mastitis (From milk)
COW-109,7.33,39.73,8.45,815313,14.0,148,1,Kaggle Cow Mastitis (From milk)
COW-118,6.62,38.49,5.52,58205,21.2,200,0,Kaggle Cow Mastitis (From milk)
COW-102,6.43,38.44,5.47,182610,19.6,175,0,Kaggle Cow Mastitis (From milk)
COW-137,7.55,39.57,7.19,1047847,11.7,77,1,Kaggle Cow Mastitis (From milk)
COW-136,6.55,38.06,4.0,107711,18.5,260,0,Kaggle Cow Mastitis (From milk)
COW-125,7.37,39.88,8.32,664844,16.5,8,1,Kaggle Cow Mastitis (From milk)
COW-124,7.02,40.04,8.23,931791,12.6,247,1,Kaggle Cow Mastitis (From milk)
COW-148,6.46,38.46,5.22,108656,19.8,283,0,Kaggle Cow Mastitis (From milk)
COW-149,6.58,38.57,5.43,52191,19.2,251,0,Kaggle Cow Mastitis (From milk)
COW-112,6.67,38.11,4.43,128950,19.8,236,0,Kaggle Cow Mastitis (From milk)
COW-130,7.25,39.47,7.25,902679,8.4,98,1,Kaggle Cow Mastitis (From milk)
COW-128,6.45,38.59,4.64,173979,20.5,112,0,Kaggle Cow Mastitis (From milk)
COW-137,6.53,38.18,4.87,106284,27.5,294,0,Kaggle Cow Mastitis (From milk)
COW-128,6.64,37.88,5.38,109365,25.6,243,0,Kaggle Cow Mastitis (From milk)
COW-106,6.39,38.37,5.54,174945,22.6,89,0,Kaggle Cow Mastitis (From milk)
COW-149,6.78,38.11,5.33,129585,20.7,130,0,Kaggle Cow Mastitis (From milk)
COW-107,7.17,40.52,8.71,329090,6.2,9,1,Kaggle Cow Mastitis (From milk)
COW-146,7.12,39.64,7.54,699572,9.9,97,1,Kaggle Cow Mastitis (From milk)
COW-131,7.23,39.72,8.07,416098,12.8,131,1,Kaggle Cow Mastitis (From milk)
COW-142,6.43,38.28,4.43,129232,22.7,157,0,Kaggle Cow Mastitis (From milk)
COW-112,7.07,40.67,7.72,227297,9.0,34,1,Kaggle Cow Mastitis (From milk)
COW-132,6.67,38.21,4.95,124921,24.7,264,0,Kaggle Cow Mastitis (From milk)
COW-137,6.54,38.2,5.74,160346,20.6,294,0,Kaggle Cow Mastitis (From milk)
COW-135,7.26,39.9,8.75,322314,5.6,222,1,Kaggle Cow Mastitis (From milk)
COW-121,7.41,39.68,6.4,251986,16.5,143,1,Kaggle Cow Mastitis (From milk)
COW-127,6.54,38.24,4.95,91682,19.3,202,0,Kaggle Cow Mastitis (From milk)
COW-122,7.21,39.34,7.8,779506,13.2,161,1,Kaggle Cow Mastitis (From milk)
COW-141,6.56,38.62,5.23,176355,26.4,159,0,Kaggle Cow Mastitis (From milk)
COW-142,6.63,38.78,5.95,172966,20.5,14,0,Kaggle Cow Mastitis (From milk)
COW-126,7.19,40.3,7.99,1263525,12.9,237,1,Kaggle Cow Mastitis (From milk)
COW-106,6.61,38.3,6.15,186414,20.8,137,0,Kaggle Cow Mastitis (From milk)
COW-129,6.55,38.18,4.67,138451,17.0,180,0,Kaggle Cow Mastitis (From milk)
COW-112,7.2,39.75,8.27,1338270,15.0,128,1,Kaggle Cow Mastitis (From milk)
COW-147,6.55,38.4,4.81,148545,23.9,205,0,Kaggle Cow Mastitis (From milk)
COW-135,7.27,39.98,7.71,1385986,13.2,102,1,Kaggle Cow Mastitis (From milk)
COW-133,6.3,38.34,5.13,152852,23.5,265,0,Kaggle Cow Mastitis (From milk)
COW-101,6.48,38.24,5.44,130143,27.4,196,0,Kaggle Cow Mastitis (From milk)
COW-102,6.71,37.8,5.77,120191,23.1,39,0,Kaggle Cow Mastitis (From milk)
COW-135,6.45,38.5,4.4,103900,15.4,227,0,Kaggle Cow Mastitis (From milk)
COW-121,6.65,38.68,5.53,90289,20.4,293,0,Kaggle Cow Mastitis (From milk)
COW-120,6.62,38.58,5.47,131501,25.2,125,0,Kaggle Cow Mastitis (From milk)
COW-103,7.35,39.85,6.96,563235,13.6,296,1,Kaggle Cow Mastitis (From milk)
COW-132,7.34,39.59,8.71,676923,8.0,246,1,Kaggle Cow Mastitis (From milk)
COW-117,7.11,39.81,8.68,317435,15.9,131,1,Kaggle Cow Mastitis (From milk)
COW-147,7.09,40.69,8.09,1091484,10.8,281,1,Kaggle Cow Mastitis (From milk)
COW-150,7.52,39.67,7.01,903590,8.0,192,1,Kaggle Cow Mastitis (From milk)
COW-139,6.57,38.23,5.65,50002,26.4,203,0,Kaggle Cow Mastitis (From milk)
COW-141,6.61,38.8,5.56,63833,23.7,78,0,Kaggle Cow Mastitis (From milk)
COW-101,7.07,39.23,8.12,1066369,13.0,113,1,Kaggle Cow Mastitis (From milk)
COW-121,7.15,40.88,8.33,1213114,12.5,224,1,Kaggle Cow Mastitis (From milk)
COW-143,7.26,39.42,7.78,284440,12.9,154,1,Kaggle Cow Mastitis (From milk)
COW-129,6.63,38.57,5.58,159810,16.1,47,0,Kaggle Cow Mastitis (From milk)
COW-111,6.6,38.09,5.07,161813,21.9,223,0,Kaggle Cow Mastitis (From milk)
COW-138,6.78,38.08,4.35,101179,19.5,243,0,Kaggle Cow Mastitis (From milk)
COW-131,7.28,40.51,7.47,1353681,14.7,274,1,Kaggle Cow Mastitis (From milk)
COW-136,7.15,40.23,8.85,1274842,14.2,250,1,Kaggle Cow Mastitis (From milk)
COW-112,7.23,40.77,7.03,388521,8.8,103,1,Kaggle Cow Mastitis (From milk)
COW-116,7.08,39.88,8.01,1346506,7.8,188,1,Kaggle Cow Mastitis (From milk)
COW-126,7.15,39.84,6.82,1380780,11.7,57,1,Kaggle Cow Mastitis (From milk)
COW-116,6.88,39.91,9.71,468944,14.2,40,1,Kaggle Cow Mastitis (From milk)
COW-110,7.2,39.38,8.12,447358,10.2,61,1,Kaggle Cow Mastitis (From milk)
COW-121,6.57,38.65,5.67,191258,18.1,145,0,Kaggle Cow Mastitis (From milk)
COW-133,7.21,39.47,8.53,1054992,12.6,33,1,Kaggle Cow Mastitis (From milk)
COW-125,6.57,38.2,5.49,179070,14.0,106,0,Kaggle Cow Mastitis (From milk)
COW-116,7.15,40.16,8.95,705150,11.2,269,1,Kaggle Cow Mastitis (From milk)
COW-137,6.57,38.8,4.98,101192,22.7,42,0,Kaggle Cow Mastitis (From milk)
COW-119,7.44,39.56,6.63,577799,11.2,210,1,Kaggle Cow Mastitis (From milk)
COW-142,6.81,38.72,5.21,60318,22.8,95,0,Kaggle Cow Mastitis (From milk)
COW-122,6.57,38.21,5.38,85758,20.8,72,0,Kaggle Cow Mastitis (From milk)
COW-134,7.53,39.68,6.4,654535,12.6,149,1,Kaggle Cow Mastitis (From milk)
COW-109,6.76,38.68,5.01,71359,18.8,133,0,Kaggle Cow Mastitis (From milk)
COW-132,7.09,40.29,7.41,494773,16.3,210,1,Kaggle Cow Mastitis (From milk)
COW-113,7.3,39.43,7.82,1385095,10.4,163,1,Kaggle Cow Mastitis (From milk)
COW-129,7.24,40.25,7.32,1246050,10.4,75,1,Kaggle Cow Mastitis (From milk)
COW-105,6.62,37.99,5.27,175468,25.2,5,0,Kaggle Cow Mastitis (From milk)
COW-137,7.27,40.72,7.72,1366777,13.7,73,1,Kaggle Cow Mastitis (From milk)
COW-102,6.38,38.57,5.44,134647,22.7,95,0,Kaggle Cow Mastitis (From milk)
COW-122,6.57,38.65,5.04,189601,24.3,222,0,Kaggle Cow Mastitis (From milk)
COW-142,7.09,39.43,7.22,1226914,11.2,3,1,Kaggle Cow Mastitis (From milk)
COW-133,6.88,39.76,7.52,1381892,10.7,188,1,Kaggle Cow Mastitis (From milk)
COW-137,6.56,38.51,4.76,187276,23.7,63,0,Kaggle Cow Mastitis (From milk)
COW-106,6.65,38.48,5.08,137225,18.6,76,0,Kaggle Cow Mastitis (From milk)
COW-103,6.35,38.3,4.56,142213,26.5,226,0,Kaggle Cow Mastitis (From milk)
COW-126,7.35,39.77,8.52,600916,12.1,204,1,Kaggle Cow Mastitis (From milk)
COW-123,6.75,37.81,5.17,109182,21.9,189,0,Kaggle Cow Mastitis (From milk)
COW-134,7.36,39.29,6.4,295278,13.2,201,1,Kaggle Cow Mastitis (From milk)
COW-133,7.54,40.08,7.36,965432,13.2,193,1,Kaggle Cow Mastitis (From milk)
COW-139,6.88,39.66,8.67,1031568,11.9,89,1,Kaggle Cow Mastitis (From milk)
COW-103,7.31,39.73,7.55,1370387,13.8,40,1,Kaggle Cow Mastitis (From milk)
COW-109,6.77,38.43,4.94,191096,16.9,133,0,Kaggle Cow Mastitis (From milk)
COW-145,7.23,38.93,6.85,1089038,13.8,98,1,Kaggle Cow Mastitis (From milk)
COW-101,7.04,39.38,6.72,585174,10.5,9,1,Kaggle Cow Mastitis (From milk)
COW-136,6.88,40.47,8.0,714815,13.3,46,1,Kaggle Cow Mastitis (From milk)
COW-118,7.13,39.62,8.44,280375,13.0,120,1,Kaggle Cow Mastitis (From milk)
COW-125,7.0,38.96,7.13,760322,4.0,99,1,Kaggle Cow Mastitis (From milk)
COW-101,6.92,39.31,7.44,832122,11.8,22,1,Kaggle Cow Mastitis (From milk)
COW-143,6.7,38.54,5.46,163153,18.4,226,0,Kaggle Cow Mastitis (From milk)
COW-133,6.88,40.27,7.87,578832,13.3,155,1,Kaggle Cow Mastitis (From milk)
COW-139,6.57,38.21,5.4,113309,18.4,34,0,Kaggle Cow Mastitis (From milk)
COW-129,7.07,40.01,6.49,1057412,13.9,17,1,Kaggle Cow Mastitis (From milk)
COW-136,6.95,40.13,7.52,1144532,6.7,59,1,Kaggle Cow Mastitis (From milk)
COW-119,7.52,38.9,7.8,512205,16.3,145,1,Kaggle Cow Mastitis (From milk)
COW-133,6.75,38.36,5.34,82201,22.4,56,0,Kaggle Cow Mastitis (From milk)
COW-144,6.7,38.53,5.4,188072,18.1,69,0,Kaggle Cow Mastitis (From milk)
COW-106,7.4,39.6,8.29,1204503,13.7,4,1,Kaggle Cow Mastitis (From milk)
COW-144,6.52,38.64,4.3,161886,18.5,292,0,Kaggle Cow Mastitis (From milk)
COW-115,7.16,40.62,6.78,374920,14.1,88,1,Kaggle Cow Mastitis (From milk)
COW-112,7.34,40.28,8.12,1281114,13.4,291,1,Kaggle Cow Mastitis (From milk)
COW-108,6.72,38.45,5.04,146053,21.4,187,0,Kaggle Cow Mastitis (From milk)
COW-147,6.33,38.18,5.2,188900,19.5,69,0,Kaggle Cow Mastitis (From milk)
COW-132,6.56,38.67,5.14,134335,14.0,111,0,Kaggle Cow Mastitis (From milk)
COW-142,7.07,39.42,8.03,827396,12.2,87,1,Kaggle Cow Mastitis (From milk)
COW-113,6.88,40.2,7.58,566822,11.0,233,1,Kaggle Cow Mastitis (From milk)
COW-112,6.58,38.47,4.98,93925,25.8,293,0,Kaggle Cow Mastitis (From milk)
COW-139,7.11,38.9,8.04,1276756,11.7,3,1,Kaggle Cow Mastitis (From milk)
COW-147,7.2,39.82,7.84,236752,10.5,227,1,Kaggle Cow Mastitis (From milk)
COW-123,6.4,37.8,5.59,180291,20.3,1,0,Kaggle Cow Mastitis (From milk)
COW-140,7.45,40.62,8.7,501182,16.5,59,1,Kaggle Cow Mastitis (From milk)
COW-144,6.53,38.72,4.82,167613,18.4,252,0,Kaggle Cow Mastitis (From milk)
COW-113,6.88,40.5,7.36,677808,15.3,280,1,Kaggle Cow Mastitis (From milk)
COW-103,6.42,37.8,5.49,151670,15.9,288,0,Kaggle Cow Mastitis (From milk)
COW-120,6.56,38.7,4.97,98437,16.5,282,0,Kaggle Cow Mastitis (From milk)
COW-149,6.97,39.54,7.4,1360539,8.5,161,1,Kaggle Cow Mastitis (From milk)
COW-135,7.43,39.94,8.01,679266,11.2,282,1,Kaggle Cow Mastitis (From milk)
COW-123,7.1,40.36,7.4,754333,12.8,215,1,Kaggle Cow Mastitis (From milk)
COW-118,6.6,38.3,4.85,105731,21.0,104,0,Kaggle Cow Mastitis (From milk)
COW-111,6.78,38.25,6.2,57516,22.1,173,0,Kaggle Cow Mastitis (From milk)
COW-101,7.43,40.28,7.99,906431,10.1,67,1,Kaggle Cow Mastitis (From milk)
COW-113,6.55,37.97,4.94,187817,23.5,228,0,Kaggle Cow Mastitis (From milk)
COW-123,7.44,39.61,8.11,827897,10.8,193,1,Kaggle Cow Mastitis (From milk)
COW-136,7.0,40.04,7.77,763188,15.9,56,1,Kaggle Cow Mastitis (From milk)
COW-102,7.05,40.64,7.86,1329111,10.4,108,1,Kaggle Cow Mastitis (From milk)
COW-114,7.06,40.47,6.4,744597,7.5,153,1,Kaggle Cow Mastitis (From milk)
COW-115,6.63,38.58,5.28,75407,18.9,109,0,Kaggle Cow Mastitis (From milk)
COW-115,6.63,38.41,5.14,55223,24.8,233,0,Kaggle Cow Mastitis (From milk)
COW-132,7.3,39.99,8.73,548859,10.3,82,1,Kaggle Cow Mastitis (From milk)
COW-150,7.0,39.44,8.32,1030937,12.9,82,1,Kaggle Cow Mastitis (From milk)
COW-148,6.88,39.24,8.55,822343,11.0,183,1,Kaggle Cow Mastitis (From milk)
COW-133,6.36,38.23,4.92,93107,19.1,90,0,Kaggle Cow Mastitis (From milk)
COW-123,7.02,39.91,9.0,1046954,10.2,209,1,Kaggle Cow Mastitis (From milk)
COW-108,6.47,38.2,5.1,192153,19.8,92,0,Kaggle Cow Mastitis (From milk)
COW-127,6.78,38.26,6.08,111658,21.5,118,0,Kaggle Cow Mastitis (From milk)
COW-148,6.3,38.04,5.51,183332,22.8,238,0,Kaggle Cow Mastitis (From milk)
COW-103,7.46,40.68,8.24,542700,13.5,68,1,Kaggle Cow Mastitis (From milk)
COW-139,6.54,38.26,5.88,123364,19.8,25,0,Kaggle Cow Mastitis (From milk)
COW-147,7.37,40.24,7.31,1107122,13.1,37,1,Kaggle Cow Mastitis (From milk)
